dataset_id,fid,category,data_type,is_measured,is_deprecated,fillin_func_id,window_size_in_hours,derive_func_id,derive_func_input,description,version,unit,function_arguments
1000,hospital,S,String,yes,no,,,,,Demographic,1,hospital name,
1000,admittime,S,String,yes,no,,,,,Demographic,1,timestamp time of admit time,
1000,cms_antibiotics,T,Real,yes,no,,,,,cms anti-biotics as used for the online sepsis bundle criteria calculation,1,mg,
1000,crystalloid_fluid,T,String,yes,no,,,,,crystaloid fluid as used for the online sepsis bundle criteria,1,mg,
1000,vasopressors_dose,T,Real,yes,no,,,,,vasopressors dose as used in the online sepsis bundle criteria,1,mg,
1000,cms_antibiotics_order,T,String,yes,no,,,,,cms anti-biotics order as used for the online sepsis bundle criteria calculation,1,mg,
1000,crystalloid_fluid_order,T,String,yes,no,,,,,crystaloid fluid order as used for the online sepsis bundle criteria,1,mg,
1000,vasopressors_dose_order,T,String,yes,no,,,,,vasopressors dose order as used in the online sepsis bundle criteria,1,mg,
1000,bands,T,Real,yes,no,,,,,bands as used in the online sepsis bundle criteria calculation,1,%,
1000,lactate_order,T,String,yes,no,,,,,lactate order as uses for the online sepsis bundle critieria calculation,1,order state,
1000,blood_culture_order,T,String,yes,no,,,,,blood culture order as used for the online sepsis bundle criteria calculation,1,order state,
1000,bipap,T,Boolean,yes,no,,,,,Order Procedure,1,,
1000,cpap,T,Boolean,yes,no,,,,,Order Procedure,1,,
1000,note,N,String,yes,no,,,,,provider notes,1,no unit,
1000,adt_arrival_time,S,String,yes,no,,,,,Demographic,1,timestamp time of arrival time,
1000,hosp_admsn_time,S,String,yes,no,,,,,Demographic,1,timestamp time of hosptial admission,
1000,bnp,T,Real,yes,no,,,,,Brain natriuretic peptide,1,pg/mL,
1000,labetalol,T,Real,yes,no,,,,,specific type of beta-blocker,1,ml,
1000,height,T,Real,yes,no,,,,,Height of the patient,1,cm,
1000,bmi,T,Real,yes,no,,,,,BMI straight from clarity,1,,
1000,acute_heart_failure_icd9_diag,S,Boolean,yes,no,,,,,ICD9 part of acute heart failure as defined for cardiogenic shock study,1,,
1000,acute_heart_failure_icd9_hist,S,Boolean,yes,no,,,,,ICD9 part of acute heart failure as defined for cardiogenic shock study,1,,
1000,acute_heart_failure_icd9_prob,S,Boolean,yes,no,,,,,ICD9 part of acute heart failure as defined for cardiogenic shock study,1,,
1000,isosorbide_dinitrate_dose,T,JSON,yes,no,,,,,,1,mg,
1000,losartan_dose,T,JSON,yes,no,,,,,,1,mg,
1000,valsartan_dose,T,JSON,yes,no,,,,,,1,mg,
1000,sacubitril_valsartan_dose,T,JSON,yes,no,,,,,,1,mg,
1000,furosemide_IV_dose,T,JSON,yes,no,,,,,,1,mg,
1000,major_blood_loss,T,Boolean,no,no,,,calculate_major_blood_loss,"hemoglobin_change, hemoglobin_minutes_since_measurement, transfuse_rbc",,1,,"{""derive"":{""num_doses"":""2"",""lookback_hours"":""24"",""min_hemoglobin_loss"":""3""}}"
1000,furosemide_IV_num_admin,T,Integer,no,no,,,calc_num_administrations,furosemide_IV_dose,,1,,"{""derive"":{""lookback_hours"":""48""}}"
1000,mech_cardiac_support_device,T,Boolean,yes,no,,,,,Collection of order procedures to deduce whether a patient has been placed on a mechincal cardiac support device,1,,
1000,mech_cardiac_support_device_surgery,T,JSON,yes,no,,,,,json version of if the patient is on mechanical support devices based on the surgery table,1,,
1000,norepinephrine_dose,T,JSON,yes,no,,3,,,Medication,1,mcg/kg/min,
1000,acute_heart_failure,S,Boolean,no,no,,,calc_acute_heart_failure,"acute_heart_failure_icd9_diag, acute_heart_failure_icd9_prob, furosemide_IV_num_admin, bumetanide_IV_num_admin, hosp_admit",Label value for whether a patient experienced acute heart failure,1,,
1000,cardiogenic_shock,T,Boolean,no,no,,,calc_cardiogenic_shock,"sbpm,any_inotrope,acute_heart_failure,mech_cardiac_support_device",Label value for whether a patient experienced cardiogenic shock,1,,"{""derive"":{""lookback_hours"":""168""}}"
1000,lactulose_dose,T,JSON,yes,no,,,,,Medication,1,mg,
1000,protamine_dose,T,JSON,yes,no,,,,,Medication,1,mg,
1000,phytonadione_dose,T,JSON,yes,no,,,,,Medication,1,mg,
1000,flumazenil_dose,T,JSON,yes,no,,,,,Medication,1,mg,
1000,metoprolol_IV_dose,T,JSON,yes,no,,,,,Medication,1,mg,
1000,nitroglycerin_IV_dose,T,JSON,yes,no,,,,,Medication,1,mcg/min,
1000,nitroglycerin_sub_dose,T,JSON,yes,no,,,,,Medication,1,mg,
1000,aspirin_dose,T,JSON,yes,no,,,,,Medication,1,mg,
1000,lorazepam_IM_dose,T,JSON,yes,no,,,,,Medication,1,mg,
1000,phenobarbital_dose,T,JSON,yes,no,,,,,Medication,1,mg,
1000,diazepam_IM_dose,T,JSON,yes,no,,,,,Medication,1,mg,
1000,tsh,T,Real,yes,no,,,,,Physiologic,1,u[IU]/mL,
1000,lymph_abs,T,Real,yes,no,,,,,Absolute Lympocyte count,1,K/cu mm,
1000,albumin,T,Real,yes,no,,,,,Physiologic,1,g/dL,
1000,cortisol,T,Real,yes,no,,,,,Phyiologic,1,ug/dL,
1000,mchc,T,Real,yes,no,,,,,Phyiologic,1,g/dL,
1000,buprenorphine-naloxone_dose,T,JSON,yes,no,,,,,Medication,1,mg,
1000,naloxone_injection_dose,T,JSON,yes,no,,,,,Medication,1,mg,
1000,eeg_proc,T,JSON,yes,no,,,,,Procedure,1,,
1000,arterial_blood_gas_proc,T,JSON,yes,no,,,,,,1,,
1000,troponin_proc,T,JSON,yes,no,,,,,,1,,
1000,telemetry_proc,T,JSON,yes,no,,,,,,1,,
1000,glucose,T,Real,yes,no,,,,,Quantitative blood glucose measurements,1, mg/dL ,
1000,e_gfr,T,Real,yes,no,,,,,estimated glomerular filtration rate ,1,mL/min/1.73 sqm,
1000,systemic_steroids_dose,T,JSON,yes,no,,,,,Medication,1,mg,
1000,rifaximin_dose,T,JSON,yes,no,,,,,Medication,1,mg,
1000,sodium_bicarbonate_infu_dose,T,JSON,yes,no,,,,,Medication,1,mEq,
1000,sodium_bicarbonate_injec_dose,T,JSON,yes,no,,,,,Medication,1,mL/hr,
1000,code_doc_note,T,JSON,no,no,,,code_doc_note_update,"hosp_admsn_time, discharge",Value to indicate if a patient had a Code documentation note,1,,
1000,bumetanide_IV_num_admin,T,Integer,no,no,,,calc_num_administrations,bumetanide_IV_dose,,1,,"{""derive"":{""lookback_hours"":""48""}}"
1000,bumetanide_IV_dose,T,JSON,yes,no,,,,,Medication,1,mg,
1000,hosp_admit,S,Boolean,no,no,,,hosp_admit_update,discharge,Label indicating whether a patient was actually admitted into the hospital or released straight from emergency,1,,
1000,troponin_i,T,Real,yes,no,last_value_in_window,28,,,Physiologic,1,ng/mL,
1000,troponin_t,T,Real,yes,no,last_value_in_window,28,,,Physiologic,1,ng/mL,
1000,o2_flow_rate,T,Real,yes,no,,,,,Oxygen Flow Rate for patients with Oxygen Supplementation,1,L/min,
1000,lvef,T,JSON,yes,no,,,,,Left Ventricular Ejection Fraction,1,%,
1000,rvf,T,JSON,yes,no,,,,,Right Ventricular Function,1,%,
1000,isosorbide_mononitrate_dose,T,JSON,yes,no,,,,,Medication,1,mg,
1000,chlorothiazide_IV_dose,T,JSON,yes,no,,,,,Medication,1,mg,
1000,metolazone_oral_dose,T,JSON,yes,no,,,,,Medication,1,mg,
1000,captopril_dose,T,JSON,yes,no,,,,,Medication,1,mg,
